Traditional,Simplified,Kanji,Hanja,Hanji,Reading,Old,Cantonese,Mandarin,Sino,Native,JGrade,Year Added,Sino,Native,KGrade,Sino-Vietnamese,Part of Speech,Meaning,Radical,Strokes
拔,,抜,,抜,"patu, petu","patu, puatu, puetu",bat 6 ,bá,バツ,ぬ-く、ぬ-ける、ぬ-かす、ぬ-かる,S,,발,뺄,H,,,slip out,手,7
包,,,,包,pau,pau,baau 1 ,bāo,ホウ,つつ-む,4,,포,쌀,H,,,wrap,勹,5
保,,,,保,pau,pau,bou 2 ,bǎo,ホ,たも-つ,5,,보,지킬,M,,,preserve,人,9
報,报,,,報,pau,pau,bou 3 ,bào,ホウ,むく-いる,5,,보,갚을,M,,,report,土,12
寶,宝,宝,,宝,pau,pau,bou 2 ,bǎo,ホウ,たから,6,,보,보배,H,,,treasure,宀,8
抱,,,,抱,pau,pau,"bou 6 , pou 5 ",bào,ホウ,だ-く、いだ-く、かか-える,S,,포,안을,M,,,embrace,手,8
胞,,,,胞,pau,pau,baau 1 ,bāo,ホウ,0,S,,포,태보,H,,,placenta,肉,9
飽,饱,,,飽,pau,pau,baau 2 ,bǎo,ホウ,あ-きる、あ-かす,S,,포,배부를,H,,,sated,食,13
泡,,,,泡,pau,pau,"paau 1 , paau 3 , pou 5 ","pāo, pào",ホウ,あわ,S,1981,0,0,0,,,bubbles,水,8
炮,,砲,,砲,pau,pau,"baau 1 , paau 3 ","páo, pào, bāo",ホウ,0,S,,0,0,0,,,cannon,石,10
褒,,,,褒,pau,pau,bou 1 ,bāo,ホウ,ほ-める,S,1981,0,0,0,,,praise,衣,15
暴,,,,暴,"pau, poku","pau, poku","bou 6 , buk 6 ","pù, bào",ボウ、（バク）,あば-く、あば-れる,5,,폭,사나울,M,,,outburst,日,15
配,,,,配,pei,puei,pui 3 ,pèi,ハイ,くば-る,3,,배,아내,H,,,distribute,酉,10
批,,,,批,pei,pei,pai 1 ,pī,ヒ,0,6,,비,칠,H,,,criticism,手,7
肺,,,,肺,pei,pei,fai 3 ,fèi,ハイ,0,6,,폐,허파,H,,,lungs,肉,9
背,,,,背,pei,puei,"bui 3 , bui 6 ","bèi, bēi",ハイ,せ、せい、そむ-く、そむ-ける,6,,배,등,H,,,back,肉,9
陛,,,,陛,pei,pei,bai 6 ,bì,ヘイ,0,6,,0,0,0,,,highness,阜,10
杯,,,,杯,pei,puei,bui 1 ,bēi,ハイ,さかずき,S,,배,잔,M,,,counter for cupfuls,木,8
廢,废,廃,,廃,pei,pei,fai 3 ,fèi,ハイ,すた-れる、すた-る,S,,폐,폐할,H,,,abolish,广,12
蔽,,,,蔽,pei,pei,bai 3 ,bì,ヘイ,0,S,2010,폐,덮을,H,,,cover,艸,15
輩,辈,,,輩,pei,puei,bui 3 ,bèi,ハイ,0,S,,배,무리,H,,,comrade,車,15
幣,币,,,幣,pei,pei,bai 6 ,bì,ヘイ,0,S,,폐,비단,H,,,cash,巾,15
弊,,,,弊,pei,pei,bai 6 ,bì,ヘイ,0,S,,폐,폐단,H,,,abuse,廾,15
陪,,,,陪,pei,puei,pui 4 ,péi,バイ,0,S,,0,0,0,,,obeisance,阜,11
賠,赔,,,賠,pei,pei,pui 4 ,péi,バイ,0,S,,0,0,0,,,compensation,貝,15
閉,闭,,,閉,"pei, petu","pei, petu",bai 3 ,bì,ヘイ,と-じる、と-ざす、し-める、し-まる,6,,폐,닫을,M,,,closed,門,11
妃,,,,妃,"pei, pi","puei, pui",fei 1 ,fēi,ヒ,0,S,,비,왕비,H,,,queen,女,6
培,,,,培,"pei, pou","pou, puei",pui 4 ,péi,バイ,つちか-う,S,,배,북돋을,H,,,cultivate,土,11
壁,,,,壁,peku,peku,"bek 3 , bik 1 , bik 3 ",bì,ヘキ,かべ,S,,벽,벽,H,,,wall,土,16
璧,,,,璧,peku,peku,"bik 1 , bik 3 ",bì,ヘキ,0,S,2010,0,0,0,,,sphere,玉,18
癖,,,,癖,peku,peku,pik 1 ,pǐ,ヘキ,くせ,S,,0,0,0,,,mannerism,疒,18
邊,边,辺,,辺,pen,pen,bin 1 ,biān,ヘン,あた-り、べ,4,,변,가,H,,,environs,辵,5
片,,,,片,pen,pen,pin 3 ,"piàn, piān",ヘン,かた,6,,편,조각,M,,,one-sided,片,4
遍,,,,遍,pen,pen,"bin 3 , pin 3 ",biàn,ヘン,0,S,,편,두루,H,,,everywhere,辵,12
編,编,,,編,"pen, pien","pen, pien",pin 1 ,"biān, biǎn, biàn",ヘン,あ-む,5,,편,엮을,H,,,compile,糸,15
平,,,,平,penu,pienu,"peng 4 , ping 4 ",píng,ヘイ、ビョウ,たい-ら、ひら,3,,평,평평할,M,,,flat,干,5
病,,,,病,penu,pienu,"beng 6 , bing 6 ",bìng,ビョウ、（ヘイ）,や-む、やまい,3,,병,병,M,,,sick,疒,10
兵,,,,兵,penu,pienu,bing 1 ,bīng,ヘイ、ヒョウ,0,4,,병,군사,M,,,soldier,八,7
評,评,,,評,penu,pienu,ping 4 ,píng,ヒョウ,0,5,,평,평론할,H,,,evaluate,言,12
並,,,竝,並,penu,penu,"bing 3 , bing 6 , bong 6 ",bìng,ヘイ,なみ、なら-べる、なら-ぶ、なら-びに,6,,병,아우를,H,,,line-up,立,8
丙,,,,丙,penu,pienu,bing 2 ,bǐng,ヘイ,0,S,,병,남녘,M,,,third class,一,5
坪,,,,坪,penu,pienu,ping 4 ,píng,0,つぼ,S,,0,0,0,,,two-mat area,土,8
併,并,,,併,penu,"penu, pienu","bing 3 , ping 3 ",bìng,ヘイ,あわ-せる,S,,0,0,0,,,join,人,8
柄,,,,柄,penu,pienu,"beng 3 , bing 3 ",bǐng,ヘイ,がら、え,S,,0,0,0,,,design,木,9
瓶,,,,瓶,penu,penu,"peng 4 , ping 4 ",píng,ビン,0,S,1981,0,0,0,,,flower pot,瓦,11
餅,饼,,,餅,penu,pienu,"beng 2 , bing 2 ",bǐng,ヘイ,もち,S,2010,0,0,0,,,mochi rice cake,食,15
發,发,発,,発,petu,puetu,faat 3 ,fā,ハツ、ホツ,0,3,,발,쏠,M,,,departure,癶,9
別,别,,,別,petu,petu,bit 6 ,"bié, biè",ベツ,わか-れる,4,,별,나눌,M,,,separate,刀,7
伐,,,,伐,petu,puetu,fat 6 ,fá,バツ,0,S,,벌,칠,M,,,fell,人,6
髮,发,髪,,髪,petu,puetu,faat 3 ,"fà, fǎ",ハツ,かみ,S,,발,터럭,H,,,hair of the head,髟,14
罰,罚,,,罰,petu,puetu,fat 6 ,fá,バツ、バチ,0,S,,벌,죄,H,,,penalty,网,14
閥,阀,,,閥,petu,puetu,fat 6 ,fá,バツ,0,S,,0,0,0,,,clique,門,14
怖,,,,怖,"petu, puo","po, puetu",bou 3 ,bù,フ,こわ-い,S,,0,0,0,,,dreadful,心,8
皮,,,,皮,pi,pi,pei 4 ,pí,ヒ,かわ,3,,피,가죽,M,,,skin,皮,5
悲,,,,悲,pi,pi,bei 1 ,bēi,ヒ,かな-しい、かな-しむ,3,,비,슬플,M,,,sad,心,12
鼻,,,,鼻,pi,pi,bei 6 ,bí,ビ,はな,3,,비,코,M,,,nose,鼻,14
飛,飞,,,飛,pi,pui,fei 1 ,fēi,ヒ,と-ぶ、と-ばす,4,,비,날,M,,,fly,飛,9
費,费,,,費,pi,"pi, pui","bei 3 , fai 3 ","fèi, fú, bì",ヒ,つい-やす、つい-える,4,,비,쓸,H,,,expense,貝,12
非,,,,非,pi,pui,fei 1 ,fēi,ヒ,0,5,,비,아닐,M,,,negative,非,8
備,备,,,備,pi,pi,bei 6 ,bèi,ビ,そな-える、そな-わる,5,,비,갖출,M,,,provide,人,12
肥,,,,肥,pi,pui,fei 4 ,féi,ヒ,こ-える、こえ、こ-やす、こ-やし,5,,비,살찔,H,,,fertilizer,肉,8
祕,,秘,秘,秘,pi,pi,bei 3 ,"mì, bì",ヒ,ひ-める,6,,비,숨길,H,,,secret,示,10
彼,,,,彼,pi,pi,bei 2 ,bǐ,ヒ,かれ、（かの）,S,,피,저,M,,,he,彳,8
卑,,,,卑,pi,pi,bei 1 ,bēi,ヒ,いや-しい、いや-しむ、いや-しめる,S,,비,낮을,H,,,lowly,十,9
被,,,,被,pi,pi,"bei 6 , pei 1 , pei 5 ",bèi,ヒ,こうむ-る,S,,피,이불,H,,,incur,衣,10
疲,,,,疲,pi,pi,pei 4 ,pí,ヒ,つか-れる,S,,피,지칠,H,,,exhausted,疒,10
碑,,,,碑,pi,pi,bei 1 ,bēi,ヒ,0,S,,비,돌기둥,H,,,tombstone,石,14
避,,,,避,pi,pi,bei 6 ,bì,ヒ,さ-ける,S,,피,피할,H,,,evade,辵,16
披,,,,披,pi,pi,pei 1 ,pī,ヒ,0,S,1981,0,0,0,,,expose,手,8
沸,,,,沸,pi,pui,"faak 1 , fai 3 ",fèi,フツ,わ-く、わ-かす,S,,0,0,0,,,seethe,水,8
扉,,,,扉,pi,pui,fei 1 ,fēi,ヒ,とびら,S,1981,0,0,0,,,front door,戶,12
比,,,,比,"pi, pitu","pi, pitu","bei 2 , bei 6 , pei 4 ",bǐ,ヒ,くら-べる,5,,비,견줄,M,,,compare,比,4
泌,,,,泌,"pi, pitu","pi, pitu","bat 6 , bei 3 ","bì, mì",ヒツ、ヒ,0,S,,0,0,0,,,ooze,水,8
否,,,,否,"pi, piu","pi, piu","fau 2 , pei 2 ","fǒu, pǐ",ヒ,いな,6,,부,아닐,M,,,negate,口,7
變,变,変,,変,pien,pien,bin 3 ,biàn,ヘン,か-わる、か-える,4,,변,변할,M,,,change,言,9
便,,,,便,pien,pien,"bin 6 , pin 4 ","biàn, pián",ベン、ビン,たよ-り,4,,편,편할,M,,,convenience,人,9
辯,辩,弁,,弁,pien,pien,bin 6 ,biàn,ベン,0,5,,변,말 잘할,H,,,speech,辛,14
偏,,,,偏,pien,pien,pin 1 ,piān,ヘン,かたよ-る,S,,편,치우칠,H,,,partial,人,11
副,,,,副,"piku, piu, puku","piku, piu, piuku",fu 3 ,fù,フク,0,4,,부,버금,H,,,vice,刀,11
幅,,,,幅,"piku, puku","piku, piuku",fuk 1 ,fú,フク,はば,S,,폭,너비,H,,,breadth,巾,12
品,,,,品,pimu,pimu,ban 2 ,pǐn,ヒン,しな,3,,품,물건,M,,,article,口,9
貧,贫,,,貧,pin,pin,pan 4 ,pín,ヒン、ビン,まず-しい,5,,빈,가난할,M,,,poor,貝,11
賓,宾,,,賓,pin,pin,ban 1 ,bīn,ヒン,0,S,,빈,손,H,,,V.I.P.,貝,15
頻,频,,,頻,pin,pin,pan 4 ,"pín, bīn",ヒン,0,S,1981,빈,자주,H,,,repeatedly,頁,17
濱,滨,浜,,浜,pin,pin,ban 1 ,bīn,ヒン,はま,S,,0,0,0,,,seacoast,水,10
冰,,氷,氷,氷,pinu,pinu,bing 1 ,bīng,ヒョウ,こおり、ひ,3,,빙,얼음,M,,,ice,水,5
表,,,,表,pio,pyau,biu 2 ,biǎo,ヒョウ,おもて、あらわ-す、あらわ-れる,3,,표,겉,M,,,express,衣,8
票,,,,票,pio,pyau,"biu 1 , piu 3 ",piào,ヒョウ,0,4,,표,표,H,,,ballot,示,11
標,标,,,標,pio,pyau,biu 1 ,biāo,ヒョウ,0,4,,표,표,H,,,signpost,木,15
俵,,,,俵,pio,pyau,"biu 2 , biu 3 ",biào,ヒョウ,たわら,5,,0,0,0,,,bag,人,10
漂,,,,漂,pio,pyau,"piu 1 , piu 3 ","piāo, piǎo, piào",ヒョウ,ただよ-う,S,,표,떠돌,H,,,drift,水,14
筆,笔,,,筆,pitu,pitu,bat 1 ,bǐ,ヒツ,ふで,3,,필,붓,M,,,writing brush,竹,12
必,,,,必,pitu,pitu,bit 1 ,bì,ヒツ,かなら-ず,4,,필,반드시,M,,,without fail,心,5
匹,,,,匹,pitu,pitu,pat 1 ,pǐ,ヒツ,ひき,S,,필,짝,M,,,equal,匸,4
父,,,,父,piu,piu,"fu 2 , fu 6 ","fù, fǔ",フ,ちち,2,,부,아비,M,phụ,,father,父,4
負,负,,,負,piu,piu,fu 6 ,fù,フ,ま-ける、ま-かす、お-う,3,,부,질,H,,,lose,貝,9
夫,,,,夫,piu,piu,"fu 1 , fu 4 ","fú, fū",フ、（フウ）,おっと,4,,부,지아비,M,,,husband,大,4
付,,,,付,piu,piu,fu 6 ,fù,フ,つ-ける、つ-く,4,,부,줄,H,,,attach,人,5
府,,,,府,piu,piu,fu 2 ,fǔ,フ,0,4,,부,마을,H,,,urban prefecture,广,8
婦,妇,,,婦,piu,piu,fu 5 ,fù,フ,0,5,,부,며느리,M,,,lady,女,11
富,,,,富,piu,piu,fu 3 ,fù,フ、（フウ）,と-む、とみ,5,,부,넉넉할,M,,,rich,宀,12
扶,,,,扶,piu,piu,fu 4 ,fú,フ,0,S,,부,도울,M,,,aid,手,7
浮,,,,浮,piu,piu,fau 4 ,fú,フ,う-く、う-かれる、う-かぶ、う-かべる,S,,부,뜰,M,,,floating,水,10
附,,,,附,piu,piu,fu 6 ,fù,フ,0,S,,부,붙을,H,,,affixed,阜,8
赴,,,,赴,piu,piu,fu 6 ,fù,フ,おもむ-く,S,,부,나아갈,H,,,proceed,走,9
符,,,,符,piu,piu,fu 4 ,fú,フ,0,S,,부,부신,H,,,token,竹,11
腐,,,,腐,piu,piu,"fu 2 , fu 6 ",fǔ,フ,くさ-る、くさ-れる、くさ-らす,S,,부,썩을,H,,,rot,肉,14
賦,赋,,,賦,piu,piu,fu 3 ,fù,フ,0,S,,부,구실,H,,,levy,貝,15
訃,讣,,,訃,piu,piu,fu 6 ,fù,フ,0,S,2010,0,0,0,,,obituary,言,9
釜,,,,釜,piu,piu,fu 2 ,fǔ,0,かま,S,2010,0,0,0,,,kettle,金,10
膚,肤,,,膚,piu,piu,fu 1 ,fū,フ,0,S,,0,0,0,,,skin,肉,15
敷,,,,敷,piu,piu,fu 1 ,fū,フ,し-く,S,,0,0,0,,,spread,攴,15
覆,复,,,覆,"piu, poku, puku","piu, piuku, poku","fau 6 , fuk 1 ",fù,フク,おお-う、くつがえ-す、くつがえ-る,S,,복,뒤집힐,H,,,capsize,襾,18
不,,,,不,putu,"piu, potu, putu","bat 1 , fau 2 ","bù, bú",フ、ブ,0,4,,불,아닐,M,,,non-,一,4
剖,,,,剖,"piu, pou","piu, pou","fau 2 , pau 2 ",pōu,ボウ,0,S,,0,0,0,,,divide,刀,10
復,复,,,復,"piu, puku","piu, piuku","fau 6 , fuk 6 ",fù,フク,0,5,,복,돌아올,M,,,again,彳,12
複,复,,,複,"piu, puku","piu, piuku",fuk 1 ,fù,フク,0,5,,복,겹칠,H,,,duplicate,衣,14
伏,,,,伏,"piu, puku","piu, piuku","buk 6 , fuk 6 ",fú,フク,ふ-せる、ふ-す,S,,복,엎드릴,M,,,prostrated,人,6
北,,,,北,poku,poku,"baak 1 , bak 1 ",běi,ホク,きた,2,,북,북녘,M,"bắc, bác, bấc, bậc, bước",,north,匕,5
僕,仆,,,僕,poku,poku,buk 6 ,pú,ボク,0,S,1981,0,0,0,,,me,人,14
撲,扑,,,撲,poku,poku,pok 3 ,pū,ボク,0,S,,0,0,0,,,slap,手,15
奉,,,,奉,ponu,pionu,fung 6 ,fèng,ホウ、（ブ）,たてまつ-る,S,,봉,받들,M,,,observance,大,8
封,,,,封,ponu,pionu,fung 1 ,fēng,フウ、ホウ,0,S,,봉,봉할,H,,,seal,寸,9
峰,,,峯,峰,ponu,pionu,fung 1 ,fēng,ホウ,みね,S,,봉,봉우리,H,,,summit,山,10
崩,,,,崩,ponu,ponu,bang 1 ,bēng,ホウ,くず-れる、くず-す,S,,붕,무너질,H,,,crumble,山,11
蜂,,,,蜂,ponu,"pionu, ponu",fung 1 ,fēng,ホウ,はち,S,2010,봉,벌,H,,,bee,虫,13
俸,,,,俸,ponu,"pionu, ponu","fung 2 , fung 6 ",fèng,ホウ,0,S,1981,0,0,0,,,salary,人,10
縫,缝,,,縫,ponu,pionu,"fung 4 , fung 6 ","féng, fèng",ホウ,ぬ-う,S,,0,0,0,,,sew,糸,16
勃,,,,勃,potu,potu,but 6 ,bó,ボツ,0,S,2010,0,0,0,,,rise,力,9
波,,,,波,pua,pua,bo 1 ,bō,ハ,なみ,3,,파,물결,M,,,wave,水,8
破,,,,破,pua,pua,po 3 ,pò,ハ,やぶ-る、やぶ-れる,5,,파,깨뜨릴,M,,,rend,石,10
婆,,,,婆,pua,pua,po 4 ,pó,バ,0,S,,0,0,0,,,old woman,女,11
搬,,,,搬,"pua, puan",puan,bun 1 ,bān,ハン,0,S,,0,0,0,,,conveyor,手,13
繁,,,,繁,"pua, puan, puen","pua, puan, puen",faan 4 ,"fán, pó",ハン,0,S,,번,많을,H,,,luxuriant,糸,16
半,,,,半,puan,puan,bun 3 ,bàn,ハン,なか-ば,2,,반,반,M,"bán, bướng, ban, bận, bớn",,half,十,5
番,,,,番,puan,puan,"faan 1 , pun 1 ","fān, pān",バン,0,2,,번,차례,M,"phen, phan, phiên",,one's turn,田,12
判,,,,判,puan,puan,pun 3 ,pàn,ハン、バン,0,5,,판,판가름할,M,,,judge,刀,7
伴,,,,伴,puan,puan,"bun 6 , pun 5 ",bàn,ハン、バン,ともな-う,S,,반,짝,H,,,consort,人,7
盤,盘,,,盤,puan,puan,pun 4 ,pán,バン,0,S,,반,소반,H,,,tray,皿,15
畔,,,,畔,puan,puan,bun 6 ,pàn,ハン,0,S,,0,0,0,,,paddy-ridge,田,10
反,,,,反,puen,puen,"faan 1 , faan 2 ",fǎn,ハン、（ホン）、（タン）,そ-る、そ-らす,3,,반,되돌릴,M,,,anti-,又,4
返,,,,返,puen,puen,"faan 1 , faan 2 ",fǎn,ヘン,かえ-す、かえ-る,3,,반,돌아올,H,,,return,辵,7
坂,,,,坂,puen,puen,baan 2 ,bǎn,ハン,さか,3,,판,언덕,0,,,slope,土,7
飯,饭,,,飯,puen,puen,faan 6 ,fàn,ハン,めし,4,,반,밥,M,,,meal,食,12
販,贩,,,販,puen,puen,"faan 3 , faan 5 ",fàn,ハン,0,S,,판,팔,H,,,marketing,貝,11
煩,烦,,,煩,puen,puen,faan 4 ,fán,ハン、（ボン）,わずら-う、わずら-わす,S,,번,괴로워할,H,,,anxiety,火,13
翻,,,飜,翻,puen,puen,faan 1 ,fān,ホン,ひるがえ-る、ひるがえ-す,S,,번,펄럭일,H,,,flip,飛,18
藩,,,,藩,puen,puen,faan 4 ,fān,ハン,0,S,,0,0,0,,,clan,艸,18
服,,,,服,puku,piuku,fuk 6 ,"fú, fù",フク,0,3,,복,옷,M,,,clothes,月,8
福,,,,福,puku,piuku,fuk 1 ,fú,フク,0,3,,복,복,M,,,luck,示,13
腹,,,,腹,puku,piuku,fuk 1 ,fù,フク,はら,6,,복,배,H,,,abdomen,肉,13
本,,,,本,pun,puan,bun 2 ,běn,ホン,もと,1,,본,밑,M,"bản, bộn, bủn, vỏn, vốn, bốn, bổn",,book,木,5
分,,,,分,pun,pian,"fan 1 , fan 6 ","fēn, fèn",ブン、フン、ブ,わ-ける、わ-かれる、わ-かる、わ-かつ,2,,분,나눌,M,"phân, phận, phần",,minute,刀,4
粉,,,,粉,pun,pian,fan 2 ,fěn,フン,こ、こな,4,,분,가루,H,,,flour,米,10
奮,奋,,,奮,pun,pian,fan 5 ,fèn,フン,ふる-う,6,,분,떨칠,H,,,stirred up,大,16
奔,,,,奔,pun,puan,ban 1 ,"bēn, bèn",ホン,0,S,,분,달릴,H,,,bustle,大,8
紛,纷,,,紛,pun,pian,fan 1 ,fēn,フン,まぎ-れる、まぎ-らす、まぎ-らわす、まぎ-らわしい,S,,분,어지러워질,H,,,distract,糸,10
墳,坟,,,墳,pun,pian,fan 4 ,fén,フン,0,S,,분,무덤,H,,,tomb,土,15
憤,愤,,,憤,pun,pian,fan 5 ,fèn,フン,いきどお-る,S,,분,성낼,H,,,aroused,心,15
盆,,,,盆,pun,puan,pun 4 ,pén,ボン,0,S,,0,0,0,,,basin,皿,9
雰,,,,雰,pun,pian,fan 1 ,fēn,フン,0,S,1981,0,0,0,,,atmosphere,雨,12
噴,喷,,,噴,pun,puan,"fan 5 , pan 1 , pan 3 ","pēn, pèn, fèn",フン,ふ-く,S,,0,0,0,,,erupt,口,15
風,风,,,風,punu,piunu,"fung 1 , fung 3 ","fēng, fěng",フウ、（フ）,かぜ、（かざ）,2,,풍,바람,M,phong,,wind,風,9
豐,丰,豊,豊,豊,punu,piunu,fung 1 ,fēng,ホウ,ゆた-か,5,,풍,풍년,M,,,bountiful,豆,13
步,,歩,,歩,puo,po,bou 6 ,bù,ホ、ブ、（フ）,ある-く、あゆ-む,2,,보,걸음,M,"bộ, bụa, buạ",,walk,止,8
部,,,,部,puo,po,bou 6 ,bù,ブ,0,3,,부,거느릴,M,,,part,邑,11
布,,,,布,puo,po,bou 3 ,bù,フ,ぬの,5,,포,베,M,,,linen,巾,5
補,补,,,補,puo,po,bou 2 ,bǔ,ホ,おぎな-う,6,,보,도울,H,,,supplement,衣,12
浦,,,,浦,puo,po,"pou 2 , pou 4 ",pǔ,0,うら,S,,포,물가,H,,,bay,水,10
捕,,,,捕,puo,po,bou 6 ,bǔ,ホ,と-らえる、と-らわれる、と-る、つか-まえる、つか-まる,S,,포,사로잡을,H,,,catch,手,10
普,,,,普,puo,po,pou 2 ,pǔ,フ,0,S,,보,널리,H,,,universal,日,12
譜,谱,,,譜,puo,po,pou 2 ,pǔ,フ,0,S,,보,족보,H,,,musical score,言,19
哺,,,,哺,puo,po,"bou 1 , bou 6 ",bǔ,ホ,0,S,2010,0,0,0,,,suckle,口,10
舖,,舗,,舗,puo,po,pou 3 ,pù,ホ,0,S,,0,0,0,,,pavement,舌,15
佛,,仏,,仏,putu,putu,"bat 6 , fat 1 , fat 6 ","fó, fú",ブツ,ほとけ,5,,불,부처,M,,,Buddha,人,4
拂,,払,,払,putu,putu,"faak 1 , fat 1 ",fú,フツ,はら-う,S,,불,떨,H,,,pay,手,5
塞,,,,塞,"sai, soku","sai, soku","choi 3 , sak 1 ","sāi, sè, sài",サイ、ソク,ふさ-ぐ、ふさ-がる,S,2010,새,변방,H,,,obstruct,土,13
索,,,,索,"saku, seku, syaku","saku, seku, syaku","saak 3 , sok 3 , suk 3 ",suǒ,サク,0,S,,색,찾을,H,,,cord,糸,10
三,,,,三,samu,samu,"saam 1 , saam 3 ",sān,サン,み、み-つ、みっ-つ,1,,삼,석,M,tam,,three,一,3
散,,,,散,san,san,"saan 2 , saan 3 ","sàn, sǎn",サン,ち-る、ち-らす、ち-らかす、ち-らかる,4,,산,흩어질,M,,,scatter,攴,12
傘,伞,,,傘,san,san,saan 3 ,sǎn,サン,かさ,S,1981,0,0,0,,,umbrella,人,12
喪,丧,,,喪,sanu,sanu,"song 1 , song 3 ","sàng, sāng",ソウ,も,S,,상,죽을,M,,,miss,口,12
桑,,,,桑,sanu,sanu,song 1 ,sāng,ソウ,くわ,S,,상,뽕나무,H,,,mulberry,木,10
掃,扫,,,掃,sau,sau,"sou 2 , sou 3 ","sǎo, sào",ソウ,は-く,S,,소,쓸,H,,,sweep,手,11
燥,,,,燥,sau,sau,chou 3 ,zào,ソウ,0,S,,조,마를,H,,,parch,火,17
騷,骚,騒,,騒,sau,sau,sou 1 ,"sāo, sǎo, xiāo",ソウ,さわ-ぐ,S,,소,떠들,H,,,boisterous,馬,18
西,,,,西,sei,sei,sai 1 ,xī,セイ、サイ,にし,2,,서,서녘,M,tây,,west,襾,6
細,细,,,細,sei,sei,sai 3 ,xì,サイ,ほそ-い、ほそ-る、こま-か、こま-かい,2,,세,가늘,M,"tới, té, tế, tí, tỉ",,thin,糸,11
世,,,,世,sei,sei,sai 3 ,shì,セイ、セ,よ,3,,세,세상,M,,,world,一,5
稅,税,税,,税,sei,suei,seui 3 ,shuì,ゼイ,0,5,,세,세금,M,,,tax,禾,12
勢,势,,,勢,sei,sei,sai 3 ,shì,セイ,いきお-い,5,,세,기세,M,,,power,力,13
歲,岁,歳,,歳,sei,suei,seui 3 ,"suì, suò",サイ、（セイ）,0,S,,세,해,M,,,year-end,止,13
逝,,,,逝,sei,sei,sai 6 ,shì,セイ,ゆ-く、い-く,S,1981,서,갈,H,,,departed,辵,10
誓,,,,誓,sei,sei,sai 6 ,shì,セイ,ちか-う,S,,서,맹세할,H,,,vow,言,14
碎,,砕,,砕,sei,suei,seui 3 ,suì,サイ,くだ-く、くだ-ける,S,,0,0,0,,,smash,石,9
婿,,,,婿,sei,sei,sai 3 ,xù,セイ,むこ,S,,0,0,0,,,bridegroom,女,12
洗,,,,洗,sei,"sei, sen",sai 2 ,"xǐ, xiǎn",セン,あら-う,6,,세,씻을,M,,,wash,水,9
夕,,,,夕,seku,seku,jik 6 ,xī,セキ,ゆう,1,,석,저녁,M,tịch,,evening,夕,3
石,,,,石,seku,seku,"daam 3 , sek 6 ","shí, dàn",セキ、（シャク）、（コク）,いし,1,,석,돌,M,"thạch, đán",,stone,石,5
昔,,,,昔,seku,seku,sik 1 ,xī,セキ、（シャク）,むかし,3,,석,옛,M,,,long ago,日,8
席,,,,席,seku,seku,jik 6 ,xí,セキ,0,4,,석,자리,M,,,seat,巾,10
惜,,,,惜,seku,seku,sik 1 ,xī,セキ,お-しい、お-しむ,S,,석,아낄,M,,,pity,心,11
析,,,,析,seku,seku,"chik 1 , sik 1 ",xī,セキ,0,S,,석,가를,H,,,chop,木,8
釋,释,釈,,釈,seku,seku,sik 1 ,shì,シャク,0,S,,석,풀,H,,,explanation,釆,11
潟,,,,潟,seku,seku,"cheuk 3 , sik 1 ",xì,0,かた,S,1981,0,0,0,,,lagoon,水,15
纖,纤,繊,,繊,semu,siemu,chim 1 ,xiān,セン,0,S,,0,0,0,,,slender,糸,17
先,,,,先,sen,sen,sin 1 ,xiān,セン,さき,1,,선,먼저,M,"tiên, ten, teng",,previous,儿,6
聲,声,声,,声,senu,sienu,"seng 1 , sing 1 ",shēng,セイ、（ショウ）,こえ、（こわ）,2,,성,소리,M,thanh,,voice,耳,7
星,,,,星,senu,senu,"seng 1 , sing 1 ",xīng,セイ、（ショウ）,ほし,2,,성,별,M,tinh,,star,日,9
成,,,,成,senu,sienu,"ching 4 , seng 4 , sing 4 ",chéng,セイ、（ジョウ）,な-る、な-す,4,,성,이룰,M,,,become,戈,6
省,,,,省,senu,sienu,"saang 2 , sing 2 ","shěng, xǐng",セイ、ショウ,かえり-みる、はぶ-く,4,,성,살필,M,,,government ministry,目,9
性,,,,性,senu,sienu,sing 3 ,xìng,セイ、ショウ,0,5,,성,성품,M,,,gender,心,8
城,,,,城,senu,sienu,"seng 4 , sing 4 ",chéng,ジョウ,しろ,6,,성,성,M,,,castle,土,9
盛,,,,盛,senu,sienu,"sing 4 , sing 6 ","chéng, shèng",セイ、（ジョウ）,も-る、さか-る、さか-ん,6,,성,담을,M,,,prosper,皿,11
聖,圣,,,聖,senu,sienu,sing 3 ,shèng,セイ,0,6,,성,성스러울,M,,,holy,耳,13
誠,诚,,,誠,senu,sienu,sing 4 ,chéng,セイ,まこと,6,,성,정성,M,,,sincerity,言,13
姓,,,,姓,senu,sienu,"seng 3 , sing 3 ",xìng,セイ、ショウ,0,S,,성,성,M,,,surname,女,8
醒,,,,醒,senu,senu,"seng 2 , sing 1 , sing 2 ",xǐng,セイ,0,S,2010,0,0,0,,,be disillusioned,酉,16
涉,,渉,,渉,"sepu, tepu","siepu, tepu",sip 3 ,shè,ショウ,0,S,,섭,건널,H,,,ford,水,11
雪,,,,雪,setu,suetu,syut 3 ,xuě,セツ,ゆき,2,,설,눈,M,tuyết,,snow,雨,11
設,设,,,設,setu,sietu,chit 3 ,shè,セツ,もう-ける,5,,설,베풀,M,,,establish,言,11
